Source Station,Target Station,Weight
Kenton,South Kenton,0
Charing Cross,Leicester Square,65
Baker Street,Marylebone,25
Leyton,Stratford,3
Gants Hill,Newbury Park,190
Ealing Common,North Ealing,19
Kensal Green,Queens Park,0
Sloane Square,Victoria,3
Elm Park,Hornchurch,75
Dagenham East,Dagenham Heathway,317
Bethnal Green,Liverpool Street,111
Edgware Road (Bakerloo),Paddington,14
Northwood,Northwood Hills,0
Hatton Cross,Heathrow Terminal 4,3
Barbican,Moorgate,21
Plaistow,West Ham,1
Bermondsey,London Bridge,95
Canning Town,North Greenwich,346
Belsize Park,Hampstead,34
Colindale,Hendon Central,259
South Woodford,Woodford,0
Burnt Oak,Colindale,500
Earls Court,High Street Kensington,94
Mile End,Stepney Green,0
Euston,Mornington Crescent,96
Colliers Wood,Tooting Broadway,197
Mile End,Stratford,7
Acton Town,Ealing Common,104
Moorgate,Old Street,0
